run,transect,distance_m,E,N,depth_mean_m,reference_gauge,gauge_depth_m,lambda_sar_radial_m,lambda_sar_paper_m,sar_paper_identifiable,lambda_pred_m,rel_err_radial,rel_err_paper,uncertainty_max_m,legacy_fraction,dominant_source_class,block
near,0,1250.0,431042.56561660656,4012545.476970913,12.022027969360352,waverider-17m,18.0,113.72660487162526,119.85013472883753,True,113.41827339567918,0.002718534383523874,0.05670921572505083,0.300119549036026,0.1754641427011285,3,0_1
near,0,1300.0,431091.0676465438,4012557.6241142796,12.42123794555664,waverider-17m,18.0,113.82015942925392,119.85013472883753,True,115.28412408406942,-0.01269875333179371,0.03960658660544114,0.300119549036026,0.26200873362445415,3,0_1
near,0,1350.0,431139.569676481,4012569.771257646,12.864460945129395,waverider-17m,18.0,114.85246827804964,114.4866804479891,True,116.9474462475487,-0.017913841103161077,-0.02104163774855561,0.300119549036026,0.3584425036390102,3,0_1
near,0,1400.0,431188.07170641824,4012581.9184010127,13.304545402526855,waverider-17m,18.0,123.9615003532741,117.80582228695597,True,120.11358433644226,0.03203564391229641,-0.019213164457919762,0.300119549036026,0.45434703528555836,3,0_1
near,0,1450.0,431236.57373635547,4012594.065544379,13.72070598602295,waverider-17m,18.0,137.45245008954404,114.4866804479891,True,117.424234104748,0.17056288369681782,-0.025016587752562658,0.300119549036026,0.5462490895848507,4,0_1
near,0,1500.0,431285.07576629275,4012606.2126877457,14.139301300048828,waverider-17m,18.0,115.31054551454946,114.4866804479891,True,134.29508196721298,-0.1413643461441011,-0.1474990835782053,0.300119549036026,0.6422586520947177,4,0_1
near,0,1550.0,431333.57779623,4012618.359831112,14.540304183959961,waverider-17m,18.0,143.35430271190913,127.01156821934926,True,121.06358704037889,0.18412403115146025,0.04913105025532172,0.300119549036026,0.7381646030589949,4,0_1
near,0,1600.0,431382.0798261672,4012630.5069744787,14.912468910217285,waverider-17m,18.0,160.94680330862428,127.01156821934926,True,132.6454794998492,0.21336063554889018,-0.042473451049693245,0.300119549036026,0.8328477785870357,4,0_1
near,0,1650.0,431430.5818561044,4012642.6541178455,15.23672866821289,waverider-17m,18.0,161.83310174867964,59.0332755474499,True,122.26865671641777,0.32358615932147816,-0.5171839036036197,0.300119549036026,0.910844250363901,4,0_1
near,0,1700.0,431479.08388604166,4012654.8012612117,15.521018028259277,waverider-17m,18.0,157.79612082368274,127.99999999999986,False,134.29508196721298,0.17499552859431855,-0.04687500000000011,0.300119549036026,0.9745269286754003,4,0_1
